"","X1","PROVINCIE","Matig_Veel","Hoelang_zit_stront_er_al_in","Poepsterkte"
"470","13","Noord Brabant","V","23 tot 30 jaar",30.88
"471","13","Zuid Holland","V","30 tot 40 jaar",36.32
"472","13","Noord Holland","M","17 tot 23 jaar",34.72
"473","13","Utrecht","M","30 tot 40 jaar",30.88
"474","13","Zuid Holland","V","23 tot 30 jaar",40
"475","13","Overijssel","V","Ouder dan 40 jaar",37.12
"476","13","Noord Holland","V","23 tot 30 jaar",31.84
"477","13","Gelderland","V","23 tot 30 jaar",34.4
"478","13","Drenthe","M","17 tot 23 jaar",32.16
"479","13","Zuid Holland","M","17 tot 23 jaar",32.96
"480","13","Zuid Holland","V","Ouder dan 40 jaar",32
"481","13","Noord Holland","V","23 tot 30 jaar",43.2
"482","13","Noord Holland","M","23 tot 30 jaar",44.8
"483","13","Gelderland","V","23 tot 30 jaar",34.24
"484","13","Utrecht","M","Ouder dan 40 jaar",32.8
"485","13","Noord Holland","M","30 tot 40 jaar",42.88
"486","13","Noord Holland","V","30 tot 40 jaar",42.56
"487","13","Gelderland","V","Ouder dan 40 jaar",31.52
"488","13","Zuid Holland","V","17 tot 23 jaar",36.64
"489","13","Noord Holland","V","30 tot 40 jaar",32.16
"490","13","Zuid Holland","V","23 tot 30 jaar",35.36
"491","13","Limburg","V","23 tot 30 jaar",34.72
"492","13","Noord Holland","M","30 tot 40 jaar",31.52
"493","13","Utrecht","V","Ouder dan 40 jaar",33.28
"494","13","Utrecht","M","23 tot 30 jaar",33.12
"495","13","Zuid Holland","V","30 tot 40 jaar",42.88
"496","13","Groningen","V","Ouder dan 40 jaar",34.24
"497","13","Noord Brabant","V","Ouder dan 40 jaar",31.2
"498","13","Zuid Holland","M","30 tot 40 jaar",39.52
"499","13","Zuid Holland","V","Ouder dan 40 jaar",35.04
"500","13","Noord Brabant","V","Ouder dan 40 jaar",32
"501","13","Zeeland","V","17 tot 23 jaar",40.16
"502","13","Zuid Holland","V","17 tot 23 jaar",43.52
"503","13","Utrecht","M","Ouder dan 40 jaar",32.8
"504","13","Utrecht","M","Ouder dan 40 jaar",34.24
"505","13","Utrecht","M","23 tot 30 jaar",33.12
"506","13","Noord Brabant","V","17 tot 23 jaar",37.92
"507","13","Utrecht","M","Ouder dan 40 jaar",32.8
"508","13","Utrecht","M","Ouder dan 40 jaar",32.8
"509","13","Zeeland","V","30 tot 40 jaar",32.16
"510","13","Frysl<e2>n","M","23 tot 30 jaar",31.68
"511","13","Overijssel","V","Ouder dan 40 jaar",35.52
"512","13","Utrecht","M","Ouder dan 40 jaar",32.8
"513","13","Utrecht","V","Ouder dan 40 jaar",33.12
"514","13","Zuid Holland","V","Ouder dan 40 jaar",42.56
"515","13","Zuid Holland","M","17 tot 23 jaar",30.88
"516","13","Gelderland","V","Ouder dan 40 jaar",34.88
"517","13","Noord Brabant","V","23 tot 30 jaar",41.76
"518","13","Limburg","M","30 tot 40 jaar",38.88
"519","13","Gelderland","M","Ouder dan 40 jaar",43.04
"520","13","Zuid Holland","M","30 tot 40 jaar",45.12
"521","13","Noord Holland","V","Ouder dan 40 jaar",30.88
"522","13","Utrecht","V","Ouder dan 40 jaar",32.8
"523","13","Utrecht","M","17 tot 23 jaar",30.72
"524","13","Gelderland","V","23 tot 30 jaar",39.68
"525","13","Noord Brabant","V","Ouder dan 40 jaar",30.24
"526","13","Gelderland","V","Ouder dan 40 jaar",38.88
"527","13","Limburg","M","23 tot 30 jaar",30.88
"528","13","Noord Holland","M","23 tot 30 jaar",30.56
"529","13","Utrecht","M","Ouder dan 40 jaar",32.8
"530","13","Noord Holland","M","Ouder dan 40 jaar",30.88
"531","13","Noord Brabant","M","Ouder dan 40 jaar",34.72
"532","13","Utrecht","M","30 tot 40 jaar",34.4
"533","13","Zuid Holland","V","23 tot 30 jaar",38.08
"534","13","Noord Brabant","M","17 tot 23 jaar",32.96
"535","13","Noord Holland","V","30 tot 40 jaar",31.68
"536","13","Utrecht","V","Ouder dan 40 jaar",32.8
"537","13","Zeeland","V","Ouder dan 40 jaar",34.56
"538","13","Overijssel","M","23 tot 30 jaar",37.12
"539","13","Utrecht","V","30 tot 40 jaar",39.84
"540","13","Noord Holland","V","23 tot 30 jaar",38.72
"541","13","Noord Brabant","V","30 tot 40 jaar",30.72
"542","13","Noord Brabant","V","17 tot 23 jaar",30.56
"543","13","Noord Holland","V","Ouder dan 40 jaar",30.88
"544","13","Zeeland","V","30 tot 40 jaar",42.88
"545","13","Zuid Holland","V","23 tot 30 jaar",41.12
"546","13","Noord Brabant","V","Ouder dan 40 jaar",40.16
"547","13","Utrecht","M","17 tot 23 jaar",38.24
"548","13","Noord Brabant","V","17 tot 23 jaar",33.28
"549","13","Noord Brabant","V","23 tot 30 jaar",47.36
"550","13","Gelderland","V","Ouder dan 40 jaar",43.04
"551","13","Gelderland","M","Ouder dan 40 jaar",43.04
"552","13","Zuid Holland","V","23 tot 30 jaar",40.64
"553","13","Utrecht","V","17 tot 23 jaar",37.6
"554","13","Zuid Holland","V","30 tot 40 jaar",45.76
"555","13","Utrecht","V","Ouder dan 40 jaar",33.12
"556","13","Zuid Holland","V","Ouder dan 40 jaar",34.72
"557","13","Utrecht","V","Ouder dan 40 jaar",32.8
"558","13","Noord Brabant","V","Ouder dan 40 jaar",44.8
"559","13","Noord Brabant","V","17 tot 23 jaar",32.32
"560","13","Utrecht","V","Ouder dan 40 jaar",33.92
"561","13","Noord Brabant","V","23 tot 30 jaar",36.32
"562","13","Utrecht","V","Ouder dan 40 jaar",34.56
"563","13","Zuid Holland","V","Ouder dan 40 jaar",35.04
"564","13","Gelderland","V","23 tot 30 jaar",39.68
"565","13","Gelderland","V","30 tot 40 jaar",33.92
"566","13","Noord Holland","M","23 tot 30 jaar",32.64
"567","13","Gelderland","M","17 tot 23 jaar",38.4
"568","13","Zuid Holland","V","Ouder dan 40 jaar",30.88
"569","13","Overijssel","V","Ouder dan 40 jaar",49.28
"570","13","Limburg","V","23 tot 30 jaar",37.12
"571","13","Utrecht","V","30 tot 40 jaar",32.64
"572","13","Zuid Holland","M","17 tot 23 jaar",35.36
"573","13","Zuid Holland","V","23 tot 30 jaar",31.2
"574","13","Utrecht","V","30 tot 40 jaar",45.12
"575","13","Drenthe","M","30 tot 40 jaar",31.04
"576","13","Utrecht","M","Ouder dan 40 jaar",32.8
"577","13","Limburg","V","23 tot 30 jaar",35.68
"578","13","Utrecht","V","30 tot 40 jaar",43.2
"579","13","Zuid Holland","M","Ouder dan 40 jaar",44.48
"580","13","Overijssel","V","23 tot 30 jaar",40.8
"581","13","Flevoland","V","23 tot 30 jaar",31.2
"582","13","Noord Brabant","V","Ouder dan 40 jaar",34.08
"583","13","Utrecht","V","Ouder dan 40 jaar",32.8
"584","13","Noord Holland","M","17 tot 23 jaar",32.8
"585","13","Zuid Holland","V","23 tot 30 jaar",35.04
"586","13","Utrecht","V","Ouder dan 40 jaar",34.24
"587","13","Noord Brabant","M","23 tot 30 jaar",35.36
"588","13","Utrecht","V","23 tot 30 jaar",40.96
"589","13","Utrecht","V","Ouder dan 40 jaar",45.44
"590","13","Flevoland","V","23 tot 30 jaar",31.52
"591","13","Gelderland","V","Ouder dan 40 jaar",43.04
"592","13","Zeeland","M","23 tot 30 jaar",30.4
"593","13","Overijssel","V","Ouder dan 40 jaar",39.68
"594","13","Gelderland","V","30 tot 40 jaar",39.04
"595","13","Gelderland","V","Ouder dan 40 jaar",40.48
"596","13","Noord Brabant","V","Ouder dan 40 jaar",30.24
"597","13","Noord Holland","V","Ouder dan 40 jaar",32.96
"598","13","Noord Brabant","M","23 tot 30 jaar",30.72
"599","13","Noord Holland","M","Ouder dan 40 jaar",36.64
"600","13","Noord Holland","V","Ouder dan 40 jaar",36.16
"601","13","Frysl<e2>n","V","23 tot 30 jaar",31.36
"602","13","Utrecht","M","Ouder dan 40 jaar",32.8
"603","13","Noord Holland","V","30 tot 40 jaar",31.68
"604","13","Frysl<e2>n","V","30 tot 40 jaar",30.56
"605","13","Zuid Holland","M","23 tot 30 jaar",36.32
"606","13","Zuid Holland","V","Ouder dan 40 jaar",34.88
"607","13","Noord Brabant","V","17 tot 23 jaar",46.08
"608","13","Limburg","V","17 tot 23 jaar",39.68
"609","13","Gelderland","V","Ouder dan 40 jaar",44.16
"610","13","Noord Holland","V","23 tot 30 jaar",43.2
"611","13","Zuid Holland","V","Ouder dan 40 jaar",42.4
"612","13","Limburg","V","Ouder dan 40 jaar",31.04
"613","13","Utrecht","M","Ouder dan 40 jaar",32.8
"614","13","Flevoland","V","Ouder dan 40 jaar",44.16
"615","13","Zuid Holland","V","Ouder dan 40 jaar",42.88
"616","13","Drenthe","M","23 tot 30 jaar",36.32
"617","13","Utrecht","M","Ouder dan 40 jaar",32.8
"618","13","Noord Holland","V","23 tot 30 jaar",34.72
"619","13","Noord Holland","M","23 tot 30 jaar",31.2
"620","13","Gelderland","M","Ouder dan 40 jaar",30.72
"621","13","Utrecht","V","Ouder dan 40 jaar",32.8
"622","13","Noord Brabant","V","Ouder dan 40 jaar",45.76
"623","13","Utrecht","M","Ouder dan 40 jaar",34.4
"624","13","Noord Holland","V","Ouder dan 40 jaar",40
"625","13","Noord Brabant","V","23 tot 30 jaar",40.48
"626","13","Noord Brabant","V","23 tot 30 jaar",46.56
"627","13","Zeeland","V","Ouder dan 40 jaar",39.2
"628","13","Zuid Holland","V","30 tot 40 jaar",35.04
"629","13","Noord Holland","V","23 tot 30 jaar",34.56
"630","13","Noord Brabant","M","23 tot 30 jaar",30.72
"631","13","Flevoland","V","30 tot 40 jaar",41.44
"632","13","Utrecht","V","30 tot 40 jaar",35.04
"633","13","Zuid Holland","M","23 tot 30 jaar",31.04
"634","13","Gelderland","V","30 tot 40 jaar",30.88
"635","13","Noord Holland","V","Ouder dan 40 jaar",41.12
"636","13","Noord Holland","V","30 tot 40 jaar",44.64
"637","13","Zuid Holland","V","23 tot 30 jaar",38.08
"638","13","Zuid Holland","M","17 tot 23 jaar",33.44
"639","13","Frysl<e2>n","V","23 tot 30 jaar",33.92
"640","13","Noord Holland","M","17 tot 23 jaar",33.44
"641","13","Noord Holland","V","23 tot 30 jaar",40.96
"642","13","Noord Brabant","V","Ouder dan 40 jaar",31.68
"643","13","Zeeland","M","23 tot 30 jaar",38.88
"644","13","Utrecht","M","Ouder dan 40 jaar",34.4
"645","13","Noord Brabant","V","23 tot 30 jaar",38.08
"646","13","Noord Brabant","M","23 tot 30 jaar",55.84
"647","13","Zuid Holland","V","30 tot 40 jaar",35.04
"648","13","Noord Holland","V","17 tot 23 jaar",32.16
"649","13","Utrecht","M","Ouder dan 40 jaar",32.8
"650","13","Limburg","V","Ouder dan 40 jaar",32.96
"651","13","Limburg","V","Ouder dan 40 jaar",31.2
"652","13","Gelderland","M","23 tot 30 jaar",32.32
"653","13","Frysl<e2>n","M","23 tot 30 jaar",31.36
"654","13","Frysl<e2>n","V","23 tot 30 jaar",31.36
"655","13","Utrecht","V","Ouder dan 40 jaar",32.8
"656","13","Utrecht","V","17 tot 23 jaar",44
"657","13","Gelderland","V","23 tot 30 jaar",31.84
"658","13","Noord Brabant","V","30 tot 40 jaar",32.96
"659","13","Gelderland","V","23 tot 30 jaar",33.76
"660","13","Noord Brabant","V","Ouder dan 40 jaar",35.2
"661","13","Zuid Holland","M","Ouder dan 40 jaar",33.92
"662","13","Utrecht","V","17 tot 23 jaar",32.32
"663","13","Noord Holland","V","30 tot 40 jaar",44.48
"664","13","Zuid Holland","V","30 tot 40 jaar",32.8
"665","13","Zeeland","M","Ouder dan 40 jaar",34.72
"666","13","Zuid Holland","V","17 tot 23 jaar",38.08
"667","13","Noord Holland","V","23 tot 30 jaar",30.88
"668","13","Gelderland","M","17 tot 23 jaar",39.68
"669","13","Noord Holland","V","30 tot 40 jaar",51.84
"670","13","Utrecht","V","23 tot 30 jaar",30.56
"671","13","Noord Holland","V","23 tot 30 jaar",40.96
"672","13","Zuid Holland","M","23 tot 30 jaar",45.12
"673","13","Noord Holland","V","23 tot 30 jaar",32.96
"674","13","Noord Holland","M","17 tot 23 jaar",40
"675","13","Zuid Holland","V","23 tot 30 jaar",45.92
"676","13","Utrecht","V","Ouder dan 40 jaar",37.76
"677","13","Zeeland","V","23 tot 30 jaar",39.68
"678","13","Utrecht","M","23 tot 30 jaar",36.8
"679","13","Noord Holland","M","23 tot 30 jaar",44.96
"680","13","Zuid Holland","V","30 tot 40 jaar",44.64
"681","13","Noord Holland","V","17 tot 23 jaar",32.48
"682","13","Gelderland","V","30 tot 40 jaar",32.48
"683","13","Gelderland","V","23 tot 30 jaar",32.16
"684","13","Frysl<e2>n","V","23 tot 30 jaar",30.56
"685","13","Zuid Holland","M","30 tot 40 jaar",33.12
"686","13","Noord Holland","V","30 tot 40 jaar",40.96
"687","13","Utrecht","V","Ouder dan 40 jaar",43.36
"688","13","Zuid Holland","V","23 tot 30 jaar",44.64
"689","13","Noord Brabant","V","30 tot 40 jaar",45.92
"690","13","Noord Brabant","M","23 tot 30 jaar",44.64
"691","13","Noord Holland","V","30 tot 40 jaar",31.68
"692","13","Gelderland","V","Ouder dan 40 jaar",42.24
"693","13","Noord Holland","V","30 tot 40 jaar",33.92
"694","13","Noord Holland","M","17 tot 23 jaar",43.84
"695","13","Noord Brabant","V","30 tot 40 jaar",43.52
"696","13","Utrecht","V","23 tot 30 jaar",30.72
"697","13","Noord Brabant","M","23 tot 30 jaar",46.08
"698","13","Gelderland","M","30 tot 40 jaar",34.24
"699","13","Noord Holland","V","Ouder dan 40 jaar",41.6
"700","13","Noord Brabant","M","30 tot 40 jaar",41.76
"701","13","Frysl<e2>n","V","Ouder dan 40 jaar",36.96
"702","13","Utrecht","M","Ouder dan 40 jaar",32.8
"703","13","Zuid Holland","V","23 tot 30 jaar",33.6
"704","13","Limburg","V","30 tot 40 jaar",35.68
"705","13","Noord Holland","V","30 tot 40 jaar",44.8
"706","13","Zeeland","V","Ouder dan 40 jaar",34.56
"707","13","Utrecht","V","23 tot 30 jaar",38.08
"708","13","Utrecht","M","23 tot 30 jaar",33.44
"709","13","Utrecht","M","Ouder dan 40 jaar",32.8
"710","13","Limburg","V","23 tot 30 jaar",38.4
"711","13","Zuid Holland","V","17 tot 23 jaar",39.52
"712","13","Zuid Holland","V","23 tot 30 jaar",39.68
"713","13","Zuid Holland","V","23 tot 30 jaar",36.64
"714","13","Zuid Holland","V","23 tot 30 jaar",32.16
"715","13","Noord Holland","V","23 tot 30 jaar",30.72
"716","13","Utrecht","V","Ouder dan 40 jaar",32.8
"717","13","Noord Holland","V","Ouder dan 40 jaar",30.88
"718","13","Utrecht","M","Ouder dan 40 jaar",32.8
"719","13","Overijssel","V","30 tot 40 jaar",31.36
"720","13","Utrecht","M","Ouder dan 40 jaar",32.8
"721","13","Noord Brabant","V","30 tot 40 jaar",43.2
"722","13","Noord Holland","V","30 tot 40 jaar",34.56
"723","13","Utrecht","V","30 tot 40 jaar",34.24
"724","13","Utrecht","M","23 tot 30 jaar",35.04
"725","13","Flevoland","V","Ouder dan 40 jaar",31.04
"726","13","Gelderland","V","Ouder dan 40 jaar",31.04
"727","13","Noord Holland","M","23 tot 30 jaar",31.36
"728","13","Noord Brabant","V","17 tot 23 jaar",42.08
"729","13","Utrecht","M","Ouder dan 40 jaar",33.12
"730","13","Noord Holland","V","23 tot 30 jaar",32.64
"731","13","Utrecht","V","30 tot 40 jaar",36.32
"732","13","Noord Brabant","M","Ouder dan 40 jaar",32.16
"733","13","Utrecht","V","23 tot 30 jaar",43.52
"734","13","Limburg","V","30 tot 40 jaar",30.56
"735","13","Gelderland","V","23 tot 30 jaar",41.44
"736","13","Noord Brabant","M","Ouder dan 40 jaar",30.4
"737","13","Utrecht","M","17 tot 23 jaar",34.88
"738","13","Utrecht","V","Ouder dan 40 jaar",34.24
"739","13","Utrecht","M","Ouder dan 40 jaar",32.8
"740","13","Utrecht","M","Ouder dan 40 jaar",33.12
"741","13","Zuid Holland","V","17 tot 23 jaar",34.56
"742","13","Gelderland","V","17 tot 23 jaar",38.88
"743","13","Noord Holland","V","23 tot 30 jaar",42.56
"744","13","Noord Holland","V","Ouder dan 40 jaar",39.68
"745","13","Noord Brabant","V","Ouder dan 40 jaar",33.28
"746","13","Noord Brabant","V","30 tot 40 jaar",35.2
"747","13","Noord Brabant","V","30 tot 40 jaar",38.56
"748","13","Utrecht","V","17 tot 23 jaar",38.4
"749","13","Utrecht","M","Ouder dan 40 jaar",34.72
"750","13","Utrecht","V","23 tot 30 jaar",42.4
"751","13","Drenthe","V","Ouder dan 40 jaar",45.28
"752","13","Utrecht","V","30 tot 40 jaar",31.04
"753","13","Noord Holland","M","23 tot 30 jaar",30.56
"754","13","Noord Holland","V","17 tot 23 jaar",33.28
"755","13","Utrecht","V","23 tot 30 jaar",39.36
"756","13","Noord Holland","V","30 tot 40 jaar",31.84
"757","13","Utrecht","M","Ouder dan 40 jaar",34.56
"758","13","Noord Holland","V","23 tot 30 jaar",34.24
"759","13","Groningen","V","23 tot 30 jaar",37.12
"760","13","Noord Brabant","V","23 tot 30 jaar",42.24
"761","13","Noord Brabant","V","Ouder dan 40 jaar",44.96
"762","13","Utrecht","V","Ouder dan 40 jaar",32
"763","13","Gelderland","M","23 tot 30 jaar",37.76
"764","13","Zuid Holland","V","30 tot 40 jaar",30.88
"765","13","Overijssel","V","17 tot 23 jaar",43.04
"766","13","Overijssel","V","17 tot 23 jaar",37.6
"767","13","Gelderland","M","Ouder dan 40 jaar",35.52
"768","13","Utrecht","V","Ouder dan 40 jaar",33.12
"769","13","Zuid Holland","V","30 tot 40 jaar",35.2
"770","13","Zeeland","V","17 tot 23 jaar",31.84
"771","13","Utrecht","M","Ouder dan 40 jaar",38.08
"772","13","Utrecht","M","30 tot 40 jaar",38.08
"773","13","Gelderland","V","Ouder dan 40 jaar",34.88
"774","13","Noord Brabant","V","17 tot 23 jaar",33.6
"775","13","Noord Brabant","V","23 tot 30 jaar",38.72
"776","13","Noord Holland","V","23 tot 30 jaar",43.36
"777","13","Noord Brabant","V","30 tot 40 jaar",40.32
"778","13","Gelderland","V","30 tot 40 jaar",39.84
"779","13","Utrecht","M","23 tot 30 jaar",32.8
"780","13","Groningen","V","23 tot 30 jaar",34.4
"781","13","Noord Brabant","M","17 tot 23 jaar",32.8
"782","13","Zuid Holland","M","Ouder dan 40 jaar",32
"783","13","Utrecht","M","Ouder dan 40 jaar",33.12
"784","13","Zeeland","V","23 tot 30 jaar",42.24
"785","13","Noord Holland","V","Ouder dan 40 jaar",32.16
"786","13","Limburg","V","23 tot 30 jaar",37.44
"787","13","Limburg","V","23 tot 30 jaar",31.36
"788","13","Zuid Holland","V","30 tot 40 jaar",39.52
"789","13","Utrecht","M","Ouder dan 40 jaar",33.12
"790","13","Flevoland","V","23 tot 30 jaar",31.2
"791","13","Zuid Holland","V","23 tot 30 jaar",30.88
"792","13","Noord Brabant","V","17 tot 23 jaar",36.48
"793","13","Gelderland","V","23 tot 30 jaar",32
"794","13","Zuid Holland","M","23 tot 30 jaar",36.48
"795","13","Gelderland","V","23 tot 30 jaar",33.12
"796","13","Noord Brabant","M","17 tot 23 jaar",35.52
"797","13","Noord Holland","V","Ouder dan 40 jaar",44.32
"798","13","Groningen","M","Ouder dan 40 jaar",32.48
"799","13","Frysl<e2>n","V","30 tot 40 jaar",30.88
"800","13","Utrecht","V","Ouder dan 40 jaar",37.28
"801","13","Noord Holland","V","17 tot 23 jaar",40
"802","13","Noord Brabant","V","Ouder dan 40 jaar",32.96
"803","13","Noord Brabant","V","Ouder dan 40 jaar",40
"804","13","Zuid Holland","M","23 tot 30 jaar",42.72
"805","13","Zuid Holland","V","Ouder dan 40 jaar",42.56
"806","13","Gelderland","V","Ouder dan 40 jaar",43.04
"807","13","Limburg","V","Ouder dan 40 jaar",31.2
"808","13","Limburg","V","Ouder dan 40 jaar",31.04
"809","13","Noord Holland","V","23 tot 30 jaar",32.96
"810","13","Noord Holland","V","Ouder dan 40 jaar",30.88
"811","13","Noord Brabant","M","23 tot 30 jaar",30.72
"812","13","Limburg","M","Ouder dan 40 jaar",43.84
"813","13","Noord Holland","V","Ouder dan 40 jaar",40.48
"814","13","Noord Brabant","V","Ouder dan 40 jaar",30.56
"815","13","Overijssel","O","17 tot 23 jaar",39.68
"816","13","Utrecht","M","Ouder dan 40 jaar",35.36
"817","13","Zuid Holland","V","Ouder dan 40 jaar",31.04
"818","13","Zuid Holland","V","30 tot 40 jaar",32.16
"819","13","Zeeland","V","Ouder dan 40 jaar",34.72
"820","13","Gelderland","M","23 tot 30 jaar",35.04
"821","13","Noord Brabant","V","Ouder dan 40 jaar",39.84
"822","13","Zuid Holland","V","30 tot 40 jaar",54.4
"823","13","Utrecht","M","23 tot 30 jaar",42.88
"824","13","Noord Brabant","V","Ouder dan 40 jaar",52
"825","13","Zuid Holland","V","23 tot 30 jaar",35.84
"826","13","Zuid Holland","V","Ouder dan 40 jaar",34.56
"827","13","Noord Brabant","V","23 tot 30 jaar",43.04
"828","13","Zuid Holland","M","17 tot 23 jaar",30.88
"829","13","Noord Brabant","V","30 tot 40 jaar",42.88
"830","13","Groningen","V","30 tot 40 jaar",34.24
"831","13","Utrecht","V","Ouder dan 40 jaar",33.12
"832","13","Gelderland","V","23 tot 30 jaar",34.88
"833","13","Noord Holland","V","Ouder dan 40 jaar",42.4
"834","13","Utrecht","V","17 tot 23 jaar",35.04
"835","13","Gelderland","V","30 tot 40 jaar",42.56
"836","13","Noord Holland","M","23 tot 30 jaar",51.84
"837","13","Utrecht","V","17 tot 23 jaar",35.04
"838","13","Gelderland","V","23 tot 30 jaar",35.52
"839","13","Noord Holland","M","23 tot 30 jaar",34.72
"840","13","Zuid Holland","V","30 tot 40 jaar",32.64
"841","13","Gelderland","M","30 tot 40 jaar",39.04
"842","13","Gelderland","V","Ouder dan 40 jaar",40.96
"843","13","Utrecht","M","23 tot 30 jaar",38.08
"844","13","Utrecht","V","23 tot 30 jaar",36
"845","13","Utrecht","V","Ouder dan 40 jaar",34.4
"846","13","Noord Holland","V","30 tot 40 jaar",40.32
"847","13","Gelderland","V","Ouder dan 40 jaar",33.44
"848","13","Flevoland","V","Ouder dan 40 jaar",32.16
