"","X1","PROVINCIE","Matig_Veel","Hoelang_zit_stront_er_al_in","Poepsterkte"
"10777","22","Noord Holland","V","30 tot 40 jaar",32
"10778","22","Zeeland","M","30 tot 40 jaar",32.96
"10779","22","Noord Holland","M","23 tot 30 jaar",31.68
"10780","22","Groningen","V","Ouder dan 40 jaar",33.76
"10781","22","Zeeland","M","30 tot 40 jaar",34.56
"10782","22","Noord Holland","M","17 tot 23 jaar",32.32
"10783","22","Noord Brabant","V","23 tot 30 jaar",30.24
"10784","22","Gelderland","V","30 tot 40 jaar",37.6
"10785","22","Zuid Holland","M","Ouder dan 40 jaar",31.2
"10786","22","Zuid Holland","V","23 tot 30 jaar",31.84
"10787","22","Zuid Holland","M","17 tot 23 jaar",33.28
"10788","22","Gelderland","M","Ouder dan 40 jaar",32.96
"10789","22","Zuid Holland","V","30 tot 40 jaar",33.28
"10790","22","Flevoland","V","30 tot 40 jaar",30.72
"10791","22","Noord Holland","V","30 tot 40 jaar",30.88
"10792","22","Zuid Holland","V","23 tot 30 jaar",33.28
"10793","22","Gelderland","V","30 tot 40 jaar",32.96
"10794","22","Zuid Holland","M","30 tot 40 jaar",39.04
"10795","22","Zuid Holland","M","23 tot 30 jaar",39.04
"10796","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"10797","22","Overijssel","V","23 tot 30 jaar",31.52
"10798","22","Overijssel","M","23 tot 30 jaar",31.2
"10799","22","Noord Brabant","M","30 tot 40 jaar",32.96
"10800","22","Noord Brabant","V","30 tot 40 jaar",54.88
"10801","22","Frysl<e2>n","V","23 tot 30 jaar",46.08
"10802","22","Noord Holland","M","30 tot 40 jaar",31.68
"10803","22","Noord Brabant","V","23 tot 30 jaar",37.76
"10804","22","Gelderland","V","Ouder dan 40 jaar",32.8
"10805","22","Noord Holland","V","Ouder dan 40 jaar",36.32
"10806","22","Noord Holland","V","Ouder dan 40 jaar",33.76
"10807","22","Overijssel","M","23 tot 30 jaar",30.24
"10808","22","Groningen","V","Ouder dan 40 jaar",35.52
"10809","22","Frysl<e2>n","V","17 tot 23 jaar",33.92
"10810","22","Zuid Holland","V","17 tot 23 jaar",33.44
"10811","22","Zuid Holland","V","30 tot 40 jaar",32.8
"10812","22","Gelderland","V","30 tot 40 jaar",32.96
"10813","22","Zuid Holland","V","30 tot 40 jaar",32.8
"10814","22","Gelderland","M","30 tot 40 jaar",33.28
"10815","22","Noord Holland","V","30 tot 40 jaar",34.4
"10816","22","Gelderland","M","23 tot 30 jaar",34.08
"10817","22","Noord Holland","M","23 tot 30 jaar",32.8
"10818","22","Groningen","V","23 tot 30 jaar",30.24
"10819","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"10820","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"10821","22","Frysl<e2>n","V","23 tot 30 jaar",31.52
"10822","22","Frysl<e2>n","V","23 tot 30 jaar",35.84
"10823","22","Frysl<e2>n","V","30 tot 40 jaar",33.92
"10824","22","Limburg","M","30 tot 40 jaar",31.2
"10825","22","Noord Holland","V","Ouder dan 40 jaar",32.48
"10826","22","Limburg","M","23 tot 30 jaar",30.4
"10827","22","Gelderland","V","Ouder dan 40 jaar",31.84
"10828","22","Gelderland","V","Ouder dan 40 jaar",31.2
"10829","22","Drenthe","V","Ouder dan 40 jaar",35.04
"10830","22","Noord Brabant","M","17 tot 23 jaar",34.4
"10831","22","Flevoland","V","30 tot 40 jaar",32.48
"10832","22","Flevoland","M","17 tot 23 jaar",31.84
"10833","22","Noord Holland","V","23 tot 30 jaar",39.2
"10834","22","Zuid Holland","V","23 tot 30 jaar",33.28
"10835","22","Gelderland","V","30 tot 40 jaar",32.96
"10836","22","Utrecht","V","23 tot 30 jaar",31.36
"10837","22","Gelderland","V","Ouder dan 40 jaar",32.96
"10838","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"10839","22","Noord Brabant","V","23 tot 30 jaar",38.88
"10840","22","Limburg","V","17 tot 23 jaar",33.92
"10841","22","Noord Brabant","V","30 tot 40 jaar",42.88
"10842","22","Zeeland","V","Ouder dan 40 jaar",34.72
"10843","22","Gelderland","V","23 tot 30 jaar",32.96
"10844","22","Zuid Holland","V","Ouder dan 40 jaar",30.4
"10845","22","Utrecht","V","Ouder dan 40 jaar",41.44
"10846","22","Noord Brabant","M","23 tot 30 jaar",43.68
"10847","22","Zeeland","V","30 tot 40 jaar",34.72
"10848","22","Noord Brabant","M","23 tot 30 jaar",31.84
"10849","22","Zuid Holland","V","17 tot 23 jaar",36
"10850","22","Noord Brabant","V","Ouder dan 40 jaar",30.72
"10851","22","Utrecht","V","23 tot 30 jaar",32.64
"10852","22","Gelderland","V","30 tot 40 jaar",33.28
"10853","22","Zuid Holland","V","30 tot 40 jaar",32.8
"10854","22","Zuid Holland","M","17 tot 23 jaar",33.12
"10855","22","Gelderland","V","30 tot 40 jaar",35.52
"10856","22","Zuid Holland","M","30 tot 40 jaar",33.6
"10857","22","Noord Holland","M","30 tot 40 jaar",32.64
"10858","22","Zeeland","V","30 tot 40 jaar",32.8
"10859","22","Frysl<e2>n","M","Ouder dan 40 jaar",33.76
"10860","22","Frysl<e2>n","M","23 tot 30 jaar",35.84
"10861","22","Noord Holland","V","23 tot 30 jaar",44.8
"10862","22","Frysl<e2>n","V","23 tot 30 jaar",36.32
"10863","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"10864","22","Gelderland","V","Ouder dan 40 jaar",34.08
"10865","22","Limburg","V","17 tot 23 jaar",30.72
"10866","22","Utrecht","V","Ouder dan 40 jaar",39.36
"10867","22","Noord Holland","V","17 tot 23 jaar",30.88
"10868","22","Noord Holland","V","Ouder dan 40 jaar",30.88
"10869","22","Noord Brabant","V","23 tot 30 jaar",40.64
"10870","22","Noord Holland","V","30 tot 40 jaar",31.68
"10871","22","Zuid Holland","V","Ouder dan 40 jaar",37.44
"10872","22","Noord Brabant","M","23 tot 30 jaar",34.4
"10873","22","Noord Holland","V","23 tot 30 jaar",31.68
"10874","22","Zuid Holland","M","23 tot 30 jaar",33.92
"10875","22","Flevoland","V","Ouder dan 40 jaar",32.64
"10876","22","Zeeland","M","23 tot 30 jaar",34.72
"10877","22","Utrecht","V","17 tot 23 jaar",33.12
"10878","22","Gelderland","V","Ouder dan 40 jaar",32.96
"10879","22","Flevoland","M","17 tot 23 jaar",32.16
"10880","22","Noord Holland","V","23 tot 30 jaar",36.48
"10881","22","Zeeland","M","Ouder dan 40 jaar",34.72
"10882","22","Flevoland","V","23 tot 30 jaar",31.84
"10883","22","Utrecht","V","30 tot 40 jaar",37.12
"10884","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"10885","22","Flevoland","M","17 tot 23 jaar",32.32
"10886","22","Noord Brabant","V","23 tot 30 jaar",36.32
"10887","22","Limburg","V","23 tot 30 jaar",34.72
"10888","22","Frysl<e2>n","V","Ouder dan 40 jaar",30.72
"10889","22","Zuid Holland","V","Ouder dan 40 jaar",41.44
"10890","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"10891","22","Noord Brabant","V","17 tot 23 jaar",35.52
"10892","22","Noord Holland","V","23 tot 30 jaar",40.64
"10893","22","Zuid Holland","V","17 tot 23 jaar",30.72
"10894","22","Zuid Holland","V","23 tot 30 jaar",33.76
"10895","22","Gelderland","V","23 tot 30 jaar",32.48
"10896","22","Gelderland","V","Ouder dan 40 jaar",33.28
"10897","22","Gelderland","V","30 tot 40 jaar",32.48
"10898","22","Overijssel","V","17 tot 23 jaar",30.24
"10899","22","Zeeland","M","Ouder dan 40 jaar",32.8
"10900","22","Utrecht","V","23 tot 30 jaar",33.76
"10901","22","Noord Holland","M","23 tot 30 jaar",32.8
"10902","22","Frysl<e2>n","V","23 tot 30 jaar",36.32
"10903","22","Noord Holland","V","23 tot 30 jaar",33.76
"10904","22","Limburg","V","23 tot 30 jaar",32.8
"10905","22","Groningen","M","23 tot 30 jaar",30.24
"10906","22","Limburg","M","23 tot 30 jaar",32.8
"10907","22","Frysl<e2>n","M","23 tot 30 jaar",32.64
"10908","22","Groningen","V","17 tot 23 jaar",30.24
"10909","22","Limburg","M","23 tot 30 jaar",30.4
"10910","22","Noord Holland","V","Ouder dan 40 jaar",45.6
"10911","22","Noord Holland","M","23 tot 30 jaar",33.44
"10912","22","Gelderland","V","Ouder dan 40 jaar",31.2
"10913","22","Zeeland","M","23 tot 30 jaar",32.8
"10914","22","Noord Holland","V","23 tot 30 jaar",34.56
"10915","22","Noord Brabant","V","30 tot 40 jaar",41.92
"10916","22","Noord Holland","V","23 tot 30 jaar",34.72
"10917","22","Gelderland","M","23 tot 30 jaar",36
"10918","22","Gelderland","M","17 tot 23 jaar",35.68
"10919","22","Flevoland","V","23 tot 30 jaar",32.64
"10920","22","Noord Holland","V","30 tot 40 jaar",38.88
"10921","22","Gelderland","M","23 tot 30 jaar",30.88
"10922","22","Limburg","V","Ouder dan 40 jaar",30.4
"10923","22","Zeeland","M","30 tot 40 jaar",34.72
"10924","22","Frysl<e2>n","V","Ouder dan 40 jaar",33.12
"10925","22","Zeeland","V","Ouder dan 40 jaar",34.72
"10926","22","Flevoland","M","Ouder dan 40 jaar",32
"10927","22","Noord Brabant","M","30 tot 40 jaar",32.16
"10928","22","Noord Brabant","V","17 tot 23 jaar",43.68
"10929","22","Flevoland","M","17 tot 23 jaar",31.84
"10930","22","Limburg","M","Ouder dan 40 jaar",34.72
"10931","22","Zeeland","V","23 tot 30 jaar",32.8
"10932","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"10933","22","Frysl<e2>n","V","30 tot 40 jaar",30.72
"10934","22","Frysl<e2>n","V","17 tot 23 jaar",30.72
"10935","22","Flevoland","V","23 tot 30 jaar",34.56
"10936","22","Noord Brabant","V","30 tot 40 jaar",32.16
"10937","22","Gelderland","V","Ouder dan 40 jaar",32.48
"10938","22","Noord Brabant","V","17 tot 23 jaar",32.32
"10939","22","Noord Brabant","M","23 tot 30 jaar",32.16
"10940","22","Zuid Holland","M","23 tot 30 jaar",34.4
"10941","22","Zeeland","M","30 tot 40 jaar",32.8
"10942","22","Zuid Holland","M","23 tot 30 jaar",39.04
"10943","22","Gelderland","V","23 tot 30 jaar",39.36
"10944","22","Zuid Holland","M","Ouder dan 40 jaar",36
"10945","22","Noord Brabant","V","Ouder dan 40 jaar",31.04
"10946","22","Frysl<e2>n","V","17 tot 23 jaar",32.64
"10947","22","Zeeland","V","23 tot 30 jaar",34.72
"10948","22","Zuid Holland","V","17 tot 23 jaar",32.8
"10949","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"10950","22","Gelderland","V","23 tot 30 jaar",33.28
"10951","22","Frysl<e2>n","V","30 tot 40 jaar",33.92
"10952","22","Limburg","M","17 tot 23 jaar",35.36
"10953","22","Gelderland","M","23 tot 30 jaar",33.6
"10954","22","Frysl<e2>n","V","23 tot 30 jaar",31.36
"10955","22","Zeeland","V","30 tot 40 jaar",32.8
"10956","22","Noord Brabant","M","Ouder dan 40 jaar",34.56
"10957","22","Zeeland","M","23 tot 30 jaar",32.8
"10958","22","Utrecht","V","Ouder dan 40 jaar",39.52
"10959","22","Noord Brabant","V","17 tot 23 jaar",43.52
"10960","22","Noord Holland","M","23 tot 30 jaar",32
"10961","22","Noord Holland","M","30 tot 40 jaar",41.28
"10962","22","Limburg","V","23 tot 30 jaar",31.68
"10963","22","Noord Holland","V","30 tot 40 jaar",33.12
"10964","22","Zuid Holland","M","23 tot 30 jaar",30.4
"10965","22","Noord Holland","V","23 tot 30 jaar",31.84
"10966","22","Zuid Holland","V","23 tot 30 jaar",33.92
"10967","22","Flevoland","M","30 tot 40 jaar",30.72
"10968","22","Gelderland","V","30 tot 40 jaar",32.96
"10969","22","Noord Brabant","M","30 tot 40 jaar",32.16
"10970","22","Noord Brabant","V","30 tot 40 jaar",30.72
"10971","22","Gelderland","V","23 tot 30 jaar",32.48
"10972","22","Limburg","V","30 tot 40 jaar",34.72
"10973","22","Noord Brabant","V","23 tot 30 jaar",41.28
"10974","22","Gelderland","V","30 tot 40 jaar",32.96
"10975","22","Frysl<e2>n","V","17 tot 23 jaar",38.4
"10976","22","Noord Holland","M","30 tot 40 jaar",41.76
"10977","22","Frysl<e2>n","V","17 tot 23 jaar",35.84
"10978","22","Frysl<e2>n","V","30 tot 40 jaar",31.36
"10979","22","Gelderland","V","30 tot 40 jaar",42.08
"10980","22","Utrecht","V","23 tot 30 jaar",34.24
"10981","22","Zuid Holland","V","Ouder dan 40 jaar",42.4
"10982","22","Overijssel","M","17 tot 23 jaar",30.24
"10983","22","Utrecht","V","30 tot 40 jaar",42.72
"10984","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"10985","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"10986","22","Gelderland","V","30 tot 40 jaar",44
"10987","22","Frysl<e2>n","V","17 tot 23 jaar",46.08
"10988","22","Frysl<e2>n","M","30 tot 40 jaar",35.36
"10989","22","Flevoland","V","23 tot 30 jaar",36.64
"10990","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.32
"10991","22","Frysl<e2>n","V","23 tot 30 jaar",35.84
"10992","22","Frysl<e2>n","V","23 tot 30 jaar",36.96
"10993","22","Noord Holland","V","23 tot 30 jaar",33.44
"10994","22","Noord Holland","V","23 tot 30 jaar",34.56
"10995","22","Noord Holland","V","23 tot 30 jaar",41.76
"10996","22","Zeeland","V","23 tot 30 jaar",32.8
"10997","22","Zuid Holland","M","23 tot 30 jaar",37.28
"10998","22","Noord Holland","V","23 tot 30 jaar",32.32
"10999","22","Gelderland","V","23 tot 30 jaar",32.96
"11000","22","Frysl<e2>n","V","23 tot 30 jaar",33.92
"11001","22","Noord Brabant","V","17 tot 23 jaar",30.72
"11002","22","Overijssel","M","17 tot 23 jaar",37.6
"11003","22","Noord Brabant","V","23 tot 30 jaar",36.16
"11004","22","Noord Brabant","V","23 tot 30 jaar",37.28
"11005","22","Overijssel","V","23 tot 30 jaar",37.76
"11006","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11007","22","Zuid Holland","V","30 tot 40 jaar",39.04
"11008","22","Noord Brabant","V","30 tot 40 jaar",31.36
"11009","22","Noord Brabant","V","30 tot 40 jaar",32.96
"11010","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"11011","22","Zuid Holland","V","23 tot 30 jaar",39.68
"11012","22","Overijssel","M","23 tot 30 jaar",34.72
"11013","22","Noord Brabant","V","30 tot 40 jaar",37.44
"11014","22","Flevoland","V","23 tot 30 jaar",31.84
"11015","22","Gelderland","V","23 tot 30 jaar",33.12
"11016","22","Zuid Holland","V","30 tot 40 jaar",41.44
"11017","22","Noord Brabant","V","23 tot 30 jaar",34.4
"11018","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11019","22","Zuid Holland","V","17 tot 23 jaar",38.08
"11020","22","Flevoland","V","30 tot 40 jaar",31.84
"11021","22","Frysl<e2>n","M","23 tot 30 jaar",32.16
"11022","22","Zuid Holland","V","Ouder dan 40 jaar",45.6
"11023","22","Noord Holland","M","23 tot 30 jaar",34.56
"11024","22","Gelderland","V","23 tot 30 jaar",40.96
"11025","22","Noord Brabant","V","23 tot 30 jaar",35.52
"11026","22","Zeeland","V","Ouder dan 40 jaar",32.8
"11027","22","Frysl<e2>n","V","30 tot 40 jaar",32.64
"11028","22","Overijssel","V","23 tot 30 jaar",30.24
"11029","22","Noord Holland","M","23 tot 30 jaar",32.96
"11030","22","Frysl<e2>n","V","30 tot 40 jaar",32.48
"11031","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"11032","22","Gelderland","V","Ouder dan 40 jaar",34.4
"11033","22","Utrecht","M","23 tot 30 jaar",32.64
"11034","22","Utrecht","V","30 tot 40 jaar",32.64
"11035","22","Zuid Holland","M","23 tot 30 jaar",41.76
"11036","22","Zeeland","V","23 tot 30 jaar",32.8
"11037","22","Zeeland","V","30 tot 40 jaar",32.96
"11038","22","Frysl<e2>n","M","30 tot 40 jaar",46.08
"11039","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"11040","22","Frysl<e2>n","M","17 tot 23 jaar",30.4
"11041","22","Gelderland","V","30 tot 40 jaar",31.68
"11042","22","Groningen","V","30 tot 40 jaar",30.24
"11043","22","Limburg","V","23 tot 30 jaar",30.88
"11044","22","Zuid Holland","M","30 tot 40 jaar",37.28
"11045","22","Noord Holland","V","23 tot 30 jaar",32
"11046","22","Zuid Holland","V","23 tot 30 jaar",37.12
"11047","22","Utrecht","V","17 tot 23 jaar",33.28
"11048","22","Noord Holland","V","17 tot 23 jaar",34.56
"11049","22","Zuid Holland","V","Ouder dan 40 jaar",39.2
"11050","22","Noord Brabant","V","Ouder dan 40 jaar",32.64
"11051","22","Zeeland","M","30 tot 40 jaar",32.96
"11052","22","Flevoland","V","Ouder dan 40 jaar",32.64
"11053","22","Zeeland","V","23 tot 30 jaar",32.8
"11054","22","Limburg","M","Ouder dan 40 jaar",34.72
"11055","22","Noord Brabant","V","17 tot 23 jaar",34.56
"11056","22","Noord Brabant","M","17 tot 23 jaar",36.64
"11057","22","Noord Brabant","M","23 tot 30 jaar",40
"11058","22","Limburg","V","17 tot 23 jaar",34.72
"11059","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"11060","22","Noord Brabant","M","30 tot 40 jaar",32.48
"11061","22","Zeeland","V","23 tot 30 jaar",32.8
"11062","22","Frysl<e2>n","V","30 tot 40 jaar",32.64
"11063","22","Zuid Holland","V","23 tot 30 jaar",32.8
"11064","22","Noord Brabant","M","Ouder dan 40 jaar",41.28
"11065","22","Zuid Holland","V","30 tot 40 jaar",42.4
"11066","22","Zuid Holland","M","23 tot 30 jaar",43.84
"11067","22","Noord Brabant","V","30 tot 40 jaar",32
"11068","22","Gelderland","V","23 tot 30 jaar",38.88
"11069","22","Noord Brabant","V","17 tot 23 jaar",35.68
"11070","22","Gelderland","V","30 tot 40 jaar",31.36
"11071","22","Noord Brabant","M","17 tot 23 jaar",37.76
"11072","22","Gelderland","V","Ouder dan 40 jaar",37.6
"11073","22","Frysl<e2>n","M","23 tot 30 jaar",32.64
"11074","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"11075","22","Frysl<e2>n","M","23 tot 30 jaar",32.64
"11076","22","Noord Brabant","V","Ouder dan 40 jaar",42.08
"11077","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11078","22","Zeeland","V","23 tot 30 jaar",34.72
"11079","22","Limburg","M","23 tot 30 jaar",31.2
"11080","22","Frysl<e2>n","V","23 tot 30 jaar",32.48
"11081","22","Utrecht","M","23 tot 30 jaar",32.64
"11082","22","Groningen","V","Ouder dan 40 jaar",36.32
"11083","22","Gelderland","M","23 tot 30 jaar",33.28
"11084","22","Frysl<e2>n","M","23 tot 30 jaar",32.48
"11085","22","Frysl<e2>n","V","30 tot 40 jaar",33.92
"11086","22","Noord Holland","M","23 tot 30 jaar",41.76
"11087","22","Noord Holland","V","23 tot 30 jaar",41.76
"11088","22","Frysl<e2>n","V","30 tot 40 jaar",31.36
"11089","22","Limburg","M","Ouder dan 40 jaar",30.4
"11090","22","Utrecht","V","23 tot 30 jaar",32.64
"11091","22","Utrecht","V","30 tot 40 jaar",32.64
"11092","22","Utrecht","M","23 tot 30 jaar",32.64
"11093","22","Frysl<e2>n","V","17 tot 23 jaar",32.64
"11094","22","Flevoland","M","30 tot 40 jaar",31.84
"11095","22","Noord Holland","M","23 tot 30 jaar",32.8
"11096","22","Limburg","V","23 tot 30 jaar",34.72
"11097","22","Noord Brabant","V","23 tot 30 jaar",34.56
"11098","22","Limburg","V","17 tot 23 jaar",36
"11099","22","Frysl<e2>n","V","30 tot 40 jaar",32.64
"11100","22","Frysl<e2>n","V","30 tot 40 jaar",35.36
"11101","22","Noord Holland","M","23 tot 30 jaar",33.44
"11102","22","Utrecht","M","30 tot 40 jaar",32.64
"11103","22","Noord Brabant","V","23 tot 30 jaar",43.84
"11104","22","Noord Holland","V","17 tot 23 jaar",34.56
"11105","22","Utrecht","V","23 tot 30 jaar",32.64
"11106","22","Noord Brabant","M","30 tot 40 jaar",31.84
"11107","22","Noord Brabant","V","23 tot 30 jaar",42.56
"11108","22","Gelderland","V","23 tot 30 jaar",40.96
"11109","22","Zuid Holland","V","30 tot 40 jaar",33.44
"11110","22","Zeeland","V","30 tot 40 jaar",32.8
"11111","22","Limburg","M","17 tot 23 jaar",32.64
"11112","22","Gelderland","V","23 tot 30 jaar",32.48
"11113","22","Gelderland","V","23 tot 30 jaar",32.48
"11114","22","Gelderland","V","30 tot 40 jaar",32.48
"11115","22","Gelderland","V","23 tot 30 jaar",37.6
"11116","22","Noord Holland","V","30 tot 40 jaar",40.32
"11117","22","Limburg","M","30 tot 40 jaar",31.2
"11118","22","Flevoland","M","23 tot 30 jaar",31.84
"11119","22","Utrecht","M","17 tot 23 jaar",32.64
"11120","22","Frysl<e2>n","V","23 tot 30 jaar",39.36
"11121","22","Zuid Holland","V","17 tot 23 jaar",31.68
"11122","22","Flevoland","V","17 tot 23 jaar",36.8
"11123","22","Flevoland","M","30 tot 40 jaar",32.8
"11124","22","Utrecht","V","30 tot 40 jaar",31.84
"11125","22","Zuid Holland","V","Ouder dan 40 jaar",32.32
"11126","22","Noord Holland","M","23 tot 30 jaar",30.56
"11127","22","Frysl<e2>n","V","23 tot 30 jaar",32.64
"11128","22","Flevoland","M","Ouder dan 40 jaar",31.84
"11129","22","Utrecht","V","23 tot 30 jaar",46.4
"11130","22","Noord Holland","V","Ouder dan 40 jaar",34.88
"11131","22","Frysl<e2>n","M","Ouder dan 40 jaar",32.64
"11132","22","Zeeland","V","Ouder dan 40 jaar",32.96
"11133","22","Flevoland","V","17 tot 23 jaar",31.84
"11134","22","Zuid Holland","V","23 tot 30 jaar",32.8
"11135","22","Zuid Holland","V","30 tot 40 jaar",34.72
"11136","22","Frysl<e2>n","V","23 tot 30 jaar",32.16
"11137","22","Zuid Holland","V","23 tot 30 jaar",31.2
"11138","22","Frysl<e2>n","V","30 tot 40 jaar",32.48
"11139","22","Frysl<e2>n","V","23 tot 30 jaar",32.48
"11140","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"11141","22","Flevoland","M","23 tot 30 jaar",32.8
"11142","22","Noord Holland","M","23 tot 30 jaar",31.84
"11143","22","Limburg","V","Ouder dan 40 jaar",33.92
"11144","22","Groningen","M","30 tot 40 jaar",35.84
"11145","22","Zeeland","M","30 tot 40 jaar",32.8
"11146","22","Frysl<e2>n","V","30 tot 40 jaar",32.48
"11147","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11148","22","Gelderland","M","30 tot 40 jaar",36.48
"11149","22","Frysl<e2>n","V","23 tot 30 jaar",32.96
"11150","22","Frysl<e2>n","M","30 tot 40 jaar",32.64
"11151","22","Gelderland","M","23 tot 30 jaar",36.32
"11152","22","Gelderland","V","23 tot 30 jaar",33.44
"11153","22","Noord Brabant","V","17 tot 23 jaar",36
"11154","22","Frysl<e2>n","V","23 tot 30 jaar",32.48
"11155","22","Gelderland","M","23 tot 30 jaar",32.8
"11156","22","Overijssel","V","23 tot 30 jaar",40.32
"11157","22","Zuid Holland","V","30 tot 40 jaar",31.2
"11158","22","Gelderland","V","17 tot 23 jaar",39.2
"11159","22","Limburg","V","23 tot 30 jaar",30.72
"11160","22","Zeeland","V","23 tot 30 jaar",34.72
"11161","22","Frysl<e2>n","V","30 tot 40 jaar",32.48
"11162","22","Limburg","V","17 tot 23 jaar",34.56
"11163","22","Zuid Holland","V","30 tot 40 jaar",32.48
"11164","22","Gelderland","V","30 tot 40 jaar",37.6
"11165","22","Frysl<e2>n","V","23 tot 30 jaar",32.64
"11166","22","Frysl<e2>n","V","17 tot 23 jaar",32.64
"11167","22","Gelderland","V","17 tot 23 jaar",40.96
"11168","22","Gelderland","V","23 tot 30 jaar",38.88
"11169","22","Gelderland","V","17 tot 23 jaar",39.04
"11170","22","Limburg","M","23 tot 30 jaar",31.52
"11171","22","Noord Brabant","V","23 tot 30 jaar",32.96
"11172","22","Flevoland","V","23 tot 30 jaar",32.16
"11173","22","Frysl<e2>n","V","30 tot 40 jaar",32.64
"11174","22","Noord Brabant","M","23 tot 30 jaar",33.6
"11175","22","Noord Brabant","V","17 tot 23 jaar",39.36
"11176","22","Zuid Holland","V","23 tot 30 jaar",36.8
"11177","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"11178","22","Gelderland","M","Ouder dan 40 jaar",32.64
"11179","22","Noord Brabant","M","17 tot 23 jaar",36.64
"11180","22","Limburg","V","Ouder dan 40 jaar",30.72
"11181","22","Zeeland","M","23 tot 30 jaar",32.8
"11182","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11183","22","Noord Brabant","M","23 tot 30 jaar",34.4
"11184","22","Gelderland","V","30 tot 40 jaar",32.96
"11185","22","Frysl<e2>n","V","17 tot 23 jaar",33.6
"11186","22","Flevoland","V","30 tot 40 jaar",32.16
"11187","22","Frysl<e2>n","V","23 tot 30 jaar",32.64
"11188","22","Noord Brabant","M","17 tot 23 jaar",36.16
"11189","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"11190","22","Zuid Holland","V","30 tot 40 jaar",38.08
"11191","22","Frysl<e2>n","M","30 tot 40 jaar",32.64
"11192","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"11193","22","Frysl<e2>n","M","23 tot 30 jaar",39.36
"11194","22","Utrecht","V","23 tot 30 jaar",32.64
"11195","22","Flevoland","V","23 tot 30 jaar",34.72
"11196","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11197","22","Noord Holland","V","30 tot 40 jaar",30.4
"11198","22","Gelderland","M","23 tot 30 jaar",38.08
"11199","22","Zuid Holland","V","Ouder dan 40 jaar",39.36
"11200","22","Frysl<e2>n","V","30 tot 40 jaar",35.36
"11201","22","Flevoland","V","Ouder dan 40 jaar",30.72
"11202","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"11203","22","Frysl<e2>n","V","30 tot 40 jaar",30.72
"11204","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11205","22","Frysl<e2>n","V","23 tot 30 jaar",40
"11206","22","Noord Holland","M","23 tot 30 jaar",34.56
"11207","22","Zuid Holland","V","17 tot 23 jaar",39.52
"11208","22","Gelderland","V","30 tot 40 jaar",36.32
"11209","22","Flevoland","V","17 tot 23 jaar",33.44
"11210","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"11211","22","Noord Holland","V","30 tot 40 jaar",31.04
"11212","22","Gelderland","V","23 tot 30 jaar",40
"11213","22","Flevoland","M","Ouder dan 40 jaar",31.52
"11214","22","Frysl<e2>n","M","30 tot 40 jaar",30.72
"11215","22","Noord Brabant","V","23 tot 30 jaar",35.52
"11216","22","Frysl<e2>n","V","23 tot 30 jaar",32.48
"11217","22","Frysl<e2>n","V","23 tot 30 jaar",32.64
"11218","22","Flevoland","M","23 tot 30 jaar",33.28
"11219","22","Overijssel","V","30 tot 40 jaar",31.68
"11220","22","Limburg","V","23 tot 30 jaar",33.92
"11221","22","Noord Holland","V","Ouder dan 40 jaar",36.48
"11222","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"11223","22","Limburg","M","17 tot 23 jaar",31.52
"11224","22","Gelderland","V","23 tot 30 jaar",32.96
"11225","22","Limburg","V","17 tot 23 jaar",30.4
"11226","22","Zeeland","V","23 tot 30 jaar",32.8
"11227","22","Frysl<e2>n","V","23 tot 30 jaar",39.68
"11228","22","Utrecht","V","23 tot 30 jaar",31.68
"11229","22","Flevoland","M","30 tot 40 jaar",32.64
"11230","22","Frysl<e2>n","M","30 tot 40 jaar",39.68
